,game_date,game_status_text,points_home,points_away,home_team_wins,city_home,nickname_home,city_away,nickname_away
22112,2009-03-10,Final,98,99,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22113,2009-03-07,Final,108,90,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22114,2009-02-28,Final,92,99,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22115,2009-02-27,Final,110,108,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22116,2009-02-21,Final,133,120,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22117,2009-02-20,Final,140,118,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22118,2009-02-11,Final,106,92,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22119,2009-02-10,Final,105,98,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22120,2009-02-01,Final,122,118,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22121,2009-01-30,Final,110,90,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22122,2009-01-23,Final,107,104,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22123,2009-01-21,Final,121,122,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22124,2009-01-12,Final,103,99,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22125,2009-01-10,Final,98,109,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22126,2009-01-07,Final,129,87,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22127,2008-12-27,Final,104,95,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22128,2008-12-26,Final,90,88,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22129,2008-12-23,Final,99,88,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22130,2008-12-14,Final,109,104,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22131,2008-12-13,Final,103,99,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22132,2008-12-06,Final,105,99,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22133,2008-12-05,Final,98,89,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22134,2008-12-03,Final,103,97,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22135,2008-11-29,Final,103,111,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22136,2008-11-26,Final,117,82,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22137,2008-11-22,Final,109,97,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22138,2008-11-15,Final,110,85,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22139,2008-11-14,Final,116,106,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22140,2008-11-10,Final,107,99,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22141,2008-11-07,Final,104,97,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22142,2008-11-01,Final,89,77,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22143,2008-10-24,Final,105,94,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22144,2008-10-23,Final,102,93,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22145,2008-10-13,Final,104,110,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22146,2008-10-11,Final,122,102,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22147,2008-10-10,Final,94,85,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22148,2008-10-08,Final,88,82,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22149,2008-04-16,Final,121,126,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22150,2008-04-11,Final,95,74,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22151,2008-04-09,Final,103,80,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22152,2008-04-08,Final,99,83,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22153,2008-03-22,Final,115,101,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22154,2008-03-21,Final,130,105,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22155,2008-03-16,Final,168,116,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22156,2008-03-12,Final,111,82,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22157,2008-03-11,Final,114,107,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22158,2008-03-09,Final,114,106,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22159,2008-03-07,Final,117,83,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22160,2008-03-05,Final,118,106,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22161,2008-03-04,Final,100,97,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22162,2008-03-02,Final,108,111,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22163,2008-02-26,Final,105,99,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22164,2008-02-21,Final,92,88,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22165,2008-02-08,Final,103,99,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22166,2008-02-06,Final,92,105,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22167,2008-01-21,Final,96,89,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22168,2008-01-19,Final,111,96,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22169,2008-01-18,Final,124,100,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22170,2008-01-16,Final,123,92,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22171,2008-01-09,Final,99,88,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22172,2008-01-08,Final,95,79,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22173,2008-01-06,Final,108,86,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22174,2008-01-03,Final,104,96,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22175,2007-12-25,Final,89,79,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22176,2007-12-15,Final,96,75,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22177,2007-12-14,Final,88,99,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22178,2007-12-12,Final,110,117,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22179,2007-12-11,Final,123,96,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22180,2007-12-09,Final,91,88,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22181,2007-11-27,Final,106,99,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22182,2007-11-19,Final,125,108,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22183,2007-11-17,Final,100,84,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22184,2007-11-16,Final,123,126,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22185,2007-11-14,Final,95,104,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22186,2007-11-13,Final,103,76,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22187,2007-11-06,Final,104,98,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22188,2007-11-04,Final,115,101,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22189,2007-10-31,Final,120,103,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22190,2007-10-24,Final,109,107,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22191,2007-10-18,Final,126,106,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22192,2007-10-13,Final,97,87,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22193,2007-10-12,Final,90,96,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22194,2007-10-09,Final,104,98,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22195,2007-04-15,Final,109,98,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22196,2007-04-14,Final,108,102,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22197,2007-04-11,Final,109,91,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22198,2007-04-07,Final,103,106,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22199,2007-04-04,Final,101,92,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22200,2007-04-03,Final,110,91,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22201,2007-03-28,Final,97,100,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22202,2007-03-27,Final,106,114,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22203,2007-03-18,Final,77,95,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22204,2007-03-11,Final,120,119,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22205,2007-03-09,Final,118,103,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22206,2007-03-07,Final,92,89,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22207,2007-03-06,Final,99,100,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22208,2007-02-28,Final,96,91,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22209,2007-02-24,Final,102,71,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22210,2007-02-23,Final,98,97,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22211,2007-02-11,Final,103,114,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22212,2007-02-07,Final,102,103,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22213,2007-02-05,Final,118,108,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22214,2007-01-31,Final,112,102,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22215,2007-01-30,Final,122,102,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22216,2007-01-09,Final,113,102,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22217,2007-01-06,Final,108,104,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22218,2007-01-03,Final,103,96,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22219,2007-01-02,Final,112,88,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22220,2006-12-29,Final,101,82,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22221,2006-12-28,Final,112,98,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22222,2006-12-18,Final,134,126,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22223,2006-12-17,Final,97,93,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22224,2006-12-15,Final,106,84,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22225,2006-12-13,Final,99,84,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22226,2006-12-12,Final,94,93,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22227,2006-12-02,Final,109,107,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22228,2006-11-22,Final,85,95,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22229,2006-11-18,Final,107,95,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22230,2006-11-13,Final,113,119,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22231,2006-11-11,Final,112,113,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22232,2006-11-10,Final,85,99,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22233,2006-11-08,Final,88,87,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22234,2006-11-07,Final,90,87,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22235,2006-11-03,Final,118,112,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22236,2006-10-23,Final,102,108,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22237,2006-10-21,Final,86,82,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22238,2006-10-15,Final,110,105,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22239,2006-10-12,Final,104,101,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22240,2006-10-11,Final,89,99,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22241,2006-04-18,Final,111,105,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22242,2006-04-16,Final,98,114,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22243,2006-04-12,Final,104,99,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22244,2006-04-11,Final,104,95,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22245,2006-04-07,Final,108,121,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22246,2006-03-29,Final,115,87,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22247,2006-03-28,Final,97,98,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22248,2006-03-24,Final,117,104,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22249,2006-03-21,Final,105,96,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22250,2006-03-12,Final,113,120,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22251,2006-02-25,Final,115,106,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22252,2006-02-24,Final,102,89,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22253,2006-02-22,Final,109,114,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22254,2006-02-21,Final,103,78,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22255,2006-02-15,Final,102,92,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22256,2006-02-14,Final,106,91,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22257,2006-02-08,Final,109,102,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22258,2006-02-06,Final,119,106,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22259,2006-02-04,Final,110,91,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22260,2006-02-03,Final,100,77,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22261,2006-01-25,Final,94,113,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22262,2006-01-22,Final,149,152,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22263,2006-01-16,Final,109,93,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22264,2006-01-14,Final,98,72,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22265,2006-01-09,Final,107,98,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22266,2006-01-08,Final,120,116,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22267,2006-01-06,Final,97,85,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22268,2006-01-04,Final,97,101,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22269,2006-01-02,Final,115,96,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22270,2005-12-29,Final,105,112,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22271,2005-12-28,Final,108,95,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22272,2005-12-20,Final,111,83,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22273,2005-12-16,Final,99,111,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22274,2005-12-09,Final,90,106,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22275,2005-11-24,Final,108,96,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22276,2005-11-16,Final,100,113,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22277,2005-11-15,Final,109,99,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22278,2005-11-13,Final,121,126,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22279,2005-11-11,Final,137,96,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22280,2005-11-09,Final,112,85,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22281,2005-11-08,Final,94,69,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22282,2005-10-22,Final,95,108,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22283,2005-10-21,Final,113,81,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22284,2005-10-17,Final,93,85,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22285,2005-10-12,Final,82,75,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22286,2005-05-17,Final,103,90,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22287,2005-05-10,Final,108,91,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22288,2005-05-08,Final,103,81,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22289,2005-05-01,Final,102,115,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22290,2005-04-29,Final,116,104,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22291,2005-04-20,Final,106,78,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22292,2005-04-19,Final,101,96,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22293,2005-04-17,Final,94,109,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22294,2005-04-09,Final,121,105,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22295,2005-04-05,Final,122,101,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22296,2005-04-03,Final,101,92,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22297,2005-03-30,Final,89,76,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22298,2005-03-29,Final,99,102,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22299,2005-03-24,Final,91,96,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22300,2005-03-20,Final,100,102,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22301,2005-03-16,Final,102,95,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22302,2005-03-15,Final,93,99,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22303,2005-03-13,Final,80,90,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22304,2005-03-02,Final,86,103,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22305,2005-03-01,Final,93,101,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22306,2005-02-27,Final,99,73,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22307,2005-02-23,Final,85,103,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22308,2005-02-22,Final,85,87,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22309,2005-02-11,Final,105,113,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22310,2005-02-01,Final,101,106,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22311,2005-01-28,Final,85,88,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22312,2005-01-26,Final,109,100,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22313,2005-01-25,Final,93,104,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22314,2005-01-12,Final,103,92,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22315,2005-01-06,Final,107,96,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22316,2005-01-05,Final,105,87,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22317,2005-01-03,Final,96,98,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22318,2004-12-31,Final,97,103,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22319,2004-12-30,Final,79,94,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22320,2004-12-27,Final,88,98,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22321,2004-12-09,Final,102,107,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22322,2004-12-08,Final,96,102,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22323,2004-11-30,Final,100,94,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22324,2004-11-24,Final,84,93,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22325,2004-11-23,Final,92,103,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22326,2004-11-21,Final,102,83,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22327,2004-11-19,Final,94,101,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22328,2004-11-17,Final,68,79,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22329,2004-11-16,Final,95,103,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22330,2004-11-09,Final,88,108,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22331,2004-11-03,Final,114,84,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22332,2004-10-26,Final,103,95,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22333,2004-10-23,Final,91,82,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22334,2004-04-14,Final,87,118,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22335,2004-04-07,Final,96,75,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22336,2004-04-06,Final,118,108,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22337,2004-03-31,Final,90,83,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22338,2004-03-30,Final,124,119,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22339,2004-03-27,Final,115,108,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22340,2004-03-19,Final,80,91,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22341,2004-03-18,Final,94,97,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22342,2004-03-16,Final,110,118,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22343,2004-03-13,Final,101,115,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22344,2004-03-12,Final,82,74,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22345,2004-03-05,Final,99,91,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22346,2004-03-03,Final,88,84,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22347,2004-03-02,Final,107,96,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22348,2004-02-29,Final,80,97,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22349,2004-02-24,Final,99,86,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22350,2004-02-21,Final,94,92,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22351,2004-02-08,Final,95,85,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22352,2004-02-06,Final,105,107,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22353,2004-02-03,Final,117,101,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22354,2004-01-28,Final,96,82,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22355,2004-01-20,Final,99,94,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22356,2004-01-19,Final,81,90,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22357,2004-01-17,Final,99,84,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22358,2004-01-16,Final,108,88,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22359,2004-01-10,Final,113,110,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22360,2004-01-04,Final,130,99,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22361,2003-12-30,Final,99,105,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22362,2003-12-29,Final,86,87,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22363,2003-12-20,Final,106,115,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22364,2003-12-16,Final,92,91,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22365,2003-12-12,Final,72,93,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22366,2003-12-10,Final,126,112,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22367,2003-12-09,Final,101,88,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22368,2003-12-07,Final,108,98,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22369,2003-11-28,Final,98,81,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22370,2003-11-15,Final,90,98,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22371,2003-11-14,Final,101,78,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22372,2003-11-12,Final,99,104,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22373,2003-11-11,Final,87,89,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22374,2003-10-31,Final,105,124,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22375,2019-12-01,Final,104,107,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22376,2019-11-27,Final,136,119,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22377,2019-11-25,Final,97,100,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22378,2019-11-19,Final,112,107,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22379,2019-11-18,Final,90,88,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22380,2019-11-12,Final,111,85,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22381,2019-11-07,Final,121,112,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22382,2019-10-28,Final,116,112,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22383,2019-10-23,Final,100,95,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22384,2019-10-14,Final,107,70,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22385,2019-04-23,Final,118,115,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22386,2019-04-16,Final,114,94,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22387,2019-04-14,Final,104,99,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22388,2019-04-10,Final,116,127,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22389,2019-04-07,Final,126,132,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22390,2019-03-25,Final,115,103,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22391,2019-03-22,Final,109,116,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22392,2019-03-14,Final,108,106,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22393,2019-03-11,Final,89,98,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22394,2019-03-08,Final,118,110,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22395,2019-03-07,Final,121,129,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22396,2019-03-05,Final,131,120,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22397,2019-03-02,Final,116,102,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22398,2019-02-26,Final,121,112,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22399,2019-02-14,Final,131,122,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22400,2019-02-09,Final,112,117,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22401,2019-02-03,Final,134,129,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22402,2019-02-01,Final,102,118,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22403,2019-01-29,Final,117,126,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22404,2019-01-21,Final,109,127,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22405,2019-01-19,Final,115,117,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22406,2019-01-15,Final,142,126,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22407,2019-01-10,Final,154,147,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22408,2019-01-04,Final,109,111,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22409,2019-01-02,Final,100,107,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22410,2018-12-30,Final,105,103,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22411,2018-12-28,Final,102,118,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22412,2018-12-25,Final,113,109,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22413,2018-12-22,Final,106,107,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22414,2018-12-19,Final,113,132,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22415,2018-12-14,Final,109,98,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22416,2018-12-12,Final,118,114,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22417,2018-12-07,Final,114,112,1,Oklahoma City,Thunder,Oklahoma City,Thunder
22418,2018-12-05,Final,112,114,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22419,2018-12-03,Final,83,110,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22420,2018-11-21,Final,95,123,0,Oklahoma City,Thunder,Oklahoma City,Thunder
22421,2018-11-19,Final,117,113,1,Oklahoma City,Thunder,Oklahoma City,Thunder
